,birth_date,contact_details_0_type,contact_details_0_value,contact_details_1_type,contact_details_1_value,contact_details_2_type,contact_details_2_value,death_date,email,family_name,gender,given_name,honorific_prefix,id,identifiers_0_identifier,identifiers_0_scheme,identifiers_10_identifier,identifiers_10_scheme,identifiers_11_identifier,identifiers_11_scheme,identifiers_12_identifier,identifiers_12_scheme,identifiers_13_identifier,identifiers_13_scheme,identifiers_14_identifier,identifiers_14_scheme,identifiers_15_identifier,identifiers_15_scheme,identifiers_16_identifier,identifiers_16_scheme,identifiers_17_identifier,identifiers_17_scheme,identifiers_18_identifier,identifiers_18_scheme,identifiers_19_identifier,identifiers_19_scheme,identifiers_1_identifier,identifiers_1_scheme,identifiers_20_identifier,identifiers_20_scheme,identifiers_21_identifier,identifiers_21_scheme,identifiers_2_identifier,identifiers_2_scheme,identifiers_3_identifier,identifiers_3_scheme,identifiers_4_identifier,identifiers_4_scheme,identifiers_5_identifier,identifiers_5_scheme,identifiers_6_identifier,identifiers_6_scheme,identifiers_7_identifier,identifiers_7_scheme,identifiers_8_identifier,identifiers_8_scheme,identifiers_9_identifier,identifiers_9_scheme,image,images_0_url,images_1_url,links_0_note,links_0_url,links_10_note,links_10_url,links_11_note,links_11_url,links_12_note,links_12_url,links_13_note,links_13_url,links_14_note,links_14_url,links_15_note,links_15_url,links_16_note,links_16_url,links_17_note,links_17_url,links_18_note,links_18_url,links_19_note,links_19_url,links_1_note,links_1_url,links_20_note,links_20_url,links_21_note,links_21_url,links_22_note,links_22_url,links_23_note,links_23_url,links_24_note,links_24_url,links_25_note,links_25_url,links_26_note,links_26_url,links_27_note,links_27_url,links_28_note,links_28_url,links_29_note,links_29_url,links_2_note,links_2_url,links_30_note,links_30_url,links_31_note,links_31_url,links_32_note,links_32_url,links_33_note,links_33_url,links_34_note,links_34_url,links_35_note,links_35_url,links_36_note,links_36_url,links_37_note,links_37_url,links_38_note,links_38_url,links_39_note,links_39_url,links_3_note,links_3_url,links_40_note,links_40_url,links_41_note,links_41_url,links_42_note,links_42_url,links_43_note,links_43_url,links_44_note,links_44_url,links_45_note,links_45_url,links_46_note,links_46_url,links_47_note,links_47_url,links_48_note,links_48_url,links_49_note,links_49_url,links_4_note,links_4_url,links_50_note,links_50_url,links_51_note,links_51_url,links_52_note,links_52_url,links_53_note,links_53_url,links_54_note,links_54_url,links_55_note,links_55_url,links_56_note,links_56_url,links_57_note,links_57_url,links_58_note,links_58_url,links_59_note,links_59_url,links_5_note,links_5_url,links_60_note,links_60_url,links_61_note,links_61_url,links_62_note,links_62_url,links_63_note,links_63_url,links_64_note,links_64_url,links_65_note,links_65_url,links_66_note,links_66_url,links_67_note,links_67_url,links_68_note,links_68_url,links_69_note,links_69_url,links_6_note,links_6_url,links_70_note,links_70_url,links_71_note,links_71_url,links_72_note,links_72_url,links_73_note,links_73_url,links_74_note,links_74_url,links_75_note,links_75_url,links_76_note,links_76_url,links_77_note,links_77_url,links_78_note,links_78_url,links_79_note,links_79_url,links_7_note,links_7_url,links_80_note,links_80_url,links_81_note,links_81_url,links_82_note,links_82_url,links_83_note,links_83_url,links_84_note,links_84_url,links_85_note,links_85_url,links_86_note,links_86_url,links_87_note,links_87_url,links_88_note,links_88_url,links_89_note,links_89_url,links_8_note,links_8_url,links_90_note,links_90_url,links_91_note,links_91_url,links_92_note,links_92_url,links_93_note,links_93_url,links_94_note,links_94_url,links_95_note,links_95_url,links_9_note,links_9_url,name,other_names_0_lang,other_names_0_name,other_names_0_note,other_names_100_lang,other_names_100_name,other_names_100_note,other_names_101_lang,other_names_101_name,other_names_101_note,other_names_10_lang,other_names_10_name,other_names_10_note,other_names_11_lang,other_names_11_name,other_names_11_note,other_names_12_lang,other_names_12_name,other_names_12_note,other_names_13_lang,other_names_13_name,other_names_13_note,other_names_14_lang,other_names_14_name,other_names_14_note,other_names_15_lang,other_names_15_name,other_names_15_note,other_names_16_lang,other_names_16_name,other_names_16_note,other_names_17_lang,other_names_17_name,other_names_17_note,other_names_18_lang,other_names_18_name,other_names_18_note,other_names_19_lang,other_names_19_name,other_names_19_note,other_names_1_lang,other_names_1_name,other_names_1_note,other_names_20_lang,other_names_20_name,other_names_20_note,other_names_21_lang,other_names_21_name,other_names_21_note,other_names_22_lang,other_names_22_name,other_names_22_note,other_names_23_lang,other_names_23_name,other_names_23_note,other_names_24_lang,other_names_24_name,other_names_24_note,other_names_25_lang,other_names_25_name,other_names_25_note,other_names_26_lang,other_names_26_name,other_names_26_note,other_names_27_lang,other_names_27_name,other_names_27_note,other_names_28_lang,other_names_28_name,other_names_28_note,other_names_29_lang,other_names_29_name,other_names_29_note,other_names_2_lang,other_names_2_name,other_names_2_note,other_names_30_lang,other_names_30_name,other_names_30_note,other_names_31_lang,other_names_31_name,other_names_31_note,other_names_32_lang,other_names_32_name,other_names_32_note,other_names_33_lang,other_names_33_name,other_names_33_note,other_names_34_lang,other_names_34_name,other_names_34_note,other_names_35_lang,other_names_35_name,other_names_35_note,other_names_36_lang,other_names_36_name,other_names_36_note,other_names_37_lang,other_names_37_name,other_names_37_note,other_names_38_lang,other_names_38_name,other_names_38_note,other_names_39_lang,other_names_39_name,other_names_39_note,other_names_3_lang,other_names_3_name,other_names_3_note,other_names_40_lang,other_names_40_name,other_names_40_note,other_names_41_lang,other_names_41_name,other_names_41_note,other_names_42_lang,other_names_42_name,other_names_42_note,other_names_43_lang,other_names_43_name,other_names_43_note,other_names_44_lang,other_names_44_name,other_names_44_note,other_names_45_lang,other_names_45_name,other_names_45_note,other_names_46_lang,other_names_46_name,other_names_46_note,other_names_47_lang,other_names_47_name,other_names_47_note,other_names_48_lang,other_names_48_name,other_names_48_note,other_names_49_lang,other_names_49_name,other_names_49_note,other_names_4_lang,other_names_4_name,other_names_4_note,other_names_50_lang,other_names_50_name,other_names_50_note,other_names_51_lang,other_names_51_name,other_names_51_note,other_names_52_lang,other_names_52_name,other_names_52_note,other_names_53_lang,other_names_53_name,other_names_53_note,other_names_54_lang,other_names_54_name,other_names_54_note,other_names_55_lang,other_names_55_name,other_names_55_note,other_names_56_lang,other_names_56_name,other_names_56_note,other_names_57_lang,other_names_57_name,other_names_57_note,other_names_58_lang,other_names_58_name,other_names_58_note,other_names_59_lang,other_names_59_name,other_names_59_note,other_names_5_lang,other_names_5_name,other_names_5_note,other_names_60_lang,other_names_60_name,other_names_60_note,other_names_61_lang,other_names_61_name,other_names_61_note,other_names_62_lang,other_names_62_name,other_names_62_note,other_names_63_lang,other_names_63_name,other_names_63_note,other_names_64_lang,other_names_64_name,other_names_64_note,other_names_65_lang,other_names_65_name,other_names_65_note,other_names_66_lang,other_names_66_name,other_names_66_note,other_names_67_lang,other_names_67_name,other_names_67_note,other_names_68_lang,other_names_68_name,other_names_68_note,other_names_69_lang,other_names_69_name,other_names_69_note,other_names_6_lang,other_names_6_name,other_names_6_note,other_names_70_lang,other_names_70_name,other_names_70_note,other_names_71_lang,other_names_71_name,other_names_71_note,other_names_72_lang,other_names_72_name,other_names_72_note,other_names_73_lang,other_names_73_name,other_names_73_note,other_names_74_lang,other_names_74_name,other_names_74_note,other_names_75_lang,other_names_75_name,other_names_75_note,other_names_76_lang,other_names_76_name,other_names_76_note,other_names_77_lang,other_names_77_name,other_names_77_note,other_names_78_lang,other_names_78_name,other_names_78_note,other_names_79_lang,other_names_79_name,other_names_79_note,other_names_7_lang,other_names_7_name,other_names_7_note,other_names_80_lang,other_names_80_name,other_names_80_note,other_names_81_lang,other_names_81_name,other_names_81_note,other_names_82_lang,other_names_82_name,other_names_82_note,other_names_83_lang,other_names_83_name,other_names_83_note,other_names_84_lang,other_names_84_name,other_names_84_note,other_names_85_lang,other_names_85_name,other_names_85_note,other_names_86_lang,other_names_86_name,other_names_86_note,other_names_87_lang,other_names_87_name,other_names_87_note,other_names_88_lang,other_names_88_name,other_names_88_note,other_names_89_lang,other_names_89_name,other_names_89_note,other_names_8_lang,other_names_8_name,other_names_8_note,other_names_90_lang,other_names_90_name,other_names_90_note,other_names_91_lang,other_names_91_name,other_names_91_note,other_names_92_lang,other_names_92_name,other_names_92_note,other_names_93_lang,other_names_93_name,other_names_93_note,other_names_94_lang,other_names_94_name,other_names_94_note,other_names_95_lang,other_names_95_name,other_names_95_note,other_names_96_lang,other_names_96_name,other_names_96_note,other_names_97_lang,other_names_97_name,other_names_97_note,other_names_98_lang,other_names_98_name,other_names_98_note,other_names_99_lang,other_names_99_name,other_names_99_note,other_names_9_lang,other_names_9_name,other_names_9_note,sort_name
0,1961-12-14,email,Farrer@aph.gov.au,twitter,sussanley,,,,Farrer@aph.gov.au,Ley,female,Sussan,,19bb42b5-6320-4873-96f7-541c49aa8283,00AMN,aph,,,,,,,,,,,,,,,,,,,,,10387,everypolitician_legacy,,,,,10387,openaustralia,Q7649377,wikidata,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMN/upload_ref_binary/00AMN.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMN/upload_ref_binary/00AMN.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/SL_-_10th_Ann_Tour.JPG,Wikipedia (commons),https://commons.wikipedia.org/wiki/Category:Sussan_Ley,,,,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Sussan_Ley,,,,,,,,,,,,,,,,,,,,,Wikipedia (pl),https://pl.wikipedia.org/wiki/Sussan_Ley,,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/Sussan-Ley-MP-198830586850988,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/sussanley,,,,,,,,,,,,,,,,,,,,,website,http://www.sussanley.com/,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Sussan_Ley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sussan Ley,de,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,スーザン・リー,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl,Sussan Ley,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ley, Sussan"
0,1953-06-20,,,,,,,,,Shack,male,Peter,,19eb6c20-3c29-40c5-90f9-fca83611bd6a,10572,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10572,openaustralia,,,,,Q7176872,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Peter_Shack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Shack,de,Peter Shack,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Peter Shack,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Peter Shack,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Peter Shack,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Peter Shack,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Peter Shack,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shack, Peter"
0,1946-05-03,,,,,,,,,Fischer,male,Tim,,1a9410b0-e029-492f-b9d4-0a045c3fa00f,10226,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,454192,fast,,,,,n00109992,lcauth,10226,openaustralia,28311360,viaf,Q7803494,wikidata,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/66/Tim_Fischer,_AC,_at_the_Reserve_Forces_Day_commemorative_service_in_Wagga_Wagga.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Tim_Fischer,_AC,_at_the_Reserve_Forces_Day_commemorative_service_in_Wagga_Wagga.jpg",,Wikipedia (en),https://en.wikipedia.org/wiki/Tim_Fischer,,,,,,,,,,,,,,,,,,,,,Wikipedia (pt),https://pt.wikipedia.org/wiki/Tim_Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Fischer,de,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt,Tim Fischer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fischer, Tim"
0,1954-03-26,email,clive.palmer.mp@aph.gov.au,twitter,CliveFPalmer,,,,clive.palmer.mp@aph.gov.au,Palmer,male,Clive,,1b22cf38-52c8-43a5-9ed6-9ec22e6a1c55,LQR,aph,,,,,,,,,,,,,,,,,,,,,10823,everypolitician_legacy,,,,,/m/07kdvrf,freebase,1537780,nlatrove,10823,openaustralia,Clive-Palmer-2,quora,Q550879,wikidata,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LQR/upload_ref_binary/LQR.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LQR/upload_ref_binary/LQR.jpg,"https://upload.wikimedia.org/wikipedia/commons/1/19/Clive_Palmer,_December_2012,_cropped.png",Wikipedia (de),https://de.wikipedia.org/wiki/Clive_Palmer,,,,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Clive_Palmer,,,,,,,,,,,,,,,,,,,,,Wikipedia (fi),https://fi.wikipedia.org/wiki/Clive_Palmer,,,,,,,,,,,,,,,,,,,,,Wikipedia (fr),https://fr.wikipedia.org/wiki/Clive_Palmer_(homme_politique),,,,,,,,,,,,,,,,,,,,,Wikipedia (it),https://it.wikipedia.org/wiki/Clive_Palmer,,,,,,,,,,,,,,,,,,,,,Wikipedia (pt),https://pt.wikipedia.org/wiki/Clive_Palmer,,,,,,,,,,,,,,,,,,,,,Wikipedia (zh),https://zh.wikipedia.org/wiki/克萊夫·帕爾默,,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/Palmer-United-Party-331204223675563,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/CliveFPalmer,,,,,,,,,,,,,,,Clive Palmer,ar,فريدريك بالمر,multilingual,,,,,,,nb,Clive Palmer,multilingual,nl,Clive Palmer,multilingual,nn,Clive Palmer,multilingual,pt,Clive Palmer,multilingual,sv,Clive Palmer,multilingual,zh,克萊夫·帕爾默,multilingual,zh-hans,克莱夫·帕尔默,multilingual,zh-hant,克萊夫·帕爾默,multilingual,zh-hk,克萊夫·帕爾默,multilingual,,,,da,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,Κλάιβ Πάλμερ,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fi,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Clive Palmer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Clive Palmer,multilingual,"Palmer, Clive"
0,1936-11-16,,,,,,,,,Moore,male,John,,1b41a3c2-aff5-430c-ba3d-de3630928a5f,10464,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10464,openaustralia,,,,,93016933,viaf,Q6249252,wikidata,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d6/AndrewPeacock.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/AndrewPeacock.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/John_Moore_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moore,da,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nn,John Moore,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sv,John Moore,multilingual,"Moore, John"
0,1930-05-07,,,,,,,,,McVeigh,male,Daniel,,1b61c7e9-b911-4f3a-a189-3772bbd35e56,10451,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10451,openaustralia,,,,,Q7816862,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Tom_McVeigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel McVeigh,,Tom McVeigh,alternate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,Tom McVeigh,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Tom McVeigh,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Tom McVeigh,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Tom McVeigh,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Tom McVeigh,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh-cn,汤姆·麦克维,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh-hant,湯姆·麥克維,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McVeigh, Daniel"
0,1955-04-10,,,,,,,,,Bevis,male,Arch,,1db3c315-74d9-4760-8eeb-432b3d31bb98,10039,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10039,openaustralia,,,,,Q4785288,wikidata,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Arch_Bevis.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Arch_Bevis.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Arch_Bevis,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Arch_Bevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arch Bevis,en,Arch Bevis,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Arch Bevis,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Arch Bevis,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Arch Bevis,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Arch Bevis,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Arch Bevis,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bevis, Arch"
0,1963-03-01,,,,,,,,,Pearce,male,Chris,,206aad6a-dd77-4fcf-a07b-329f75393e1b,10511,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10511,openaustralia,,,,,Q5107714,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Chris_Pearce_(politician),,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Chris_Pearce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Pearce,de,Chris Pearce,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Chris Pearce,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Chris Pearce,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Chris Pearce,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Chris Pearce,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Chris Pearce,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearce, Chris"
0,1959-05-25,,,,,,,,,Bidgood,male,James,,20c920e3-700c-4167-a4b0-e2964ebbf6bd,10040,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10040,openaustralia,,,,,Q6129774,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/James_Bidgood_(politician),,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/James_Bidgood_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Bidgood,de,James Bidgood,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,James Bidgood,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,James Bidgood,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,James Bidgood,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bidgood, James"
0,1958-04-28,,,,,,,,,Combet,male,Greg,,20f82432-aeea-4a72-8883-dad27cae3476,10139,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,1471849,nlatrove,,,,,10139,openaustralia,Q11701393,wikidata,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/31/Greg_Combet_profile.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Greg_Combet_profile.jpg,,Wikipedia (commons),https://commons.wikipedia.org/wiki/Category:Greg_Combet,,,,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Greg_Combet,,,,,,,,,,,,,,,,,,,,,Wikipedia (pl),https://pl.wikipedia.org/wiki/Greg_Combet,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Greg_Combet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greg Combet,de,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl,Greg Combet,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh-cn,葛利格·克姆比特,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh-hant,葛利格·克姆位元,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combet, Greg"
